2/20/2023 8:59,2.945247,6.131646,10.255687,11.105607,21.800325,14.175257,22.387461,clip,,,,,,,,,,,,,,,,
2/20/2023 9:01,2.89938,6.015424,10.221148,11.474365,22.341413,14.485624,22.857381,clip,,,,,,,,,,,,,,,,
2/20/2023 9:01,2.897934,6.021831,9.957101,10.872995,21.334531,13.922951,21.645578,clip,,,,,,,,,,,,,,,,
2/20/2023 9:01,2.906451,6.047201,10.090884,11.140208,21.796964,14.190513,22.13691,clip,,,,,,,,,,,,,,,,
2/20/2023 9:01,2.919228,6.07644,9.91114,10.702038,21.011153,13.74057,21.977105,clip,,,,,,,,,,,,,,,,
2/20/2023 9:02,2.856156,5.89197,9.671335,10.26057,20.228379,13.207646,21.261492,clip,,,,,,,,,,,,,,,,
2/20/2023 9:02,2.890112,5.98582,9.978621,10.716097,21.068871,13.710169,21.867717,clip,,,,,,,,,,,,,,,,
2/20/2023 9:02,2.910195,6.052771,10.022836,10.969903,21.469501,13.996295,22.381771,clip,,,,,,,,,,,,,,,,
2/20/2023 9:02,2.899915,6.016146,10.298632,11.673828,22.678183,14.684326,23.208299,clip,,,,,,,,,,,,,,,,
2/20/2023 9:03,2.860338,5.901449,9.700556,10.303818,20.306986,13.254686,21.479026,clip,,,,,,,,,,,,,,,,
2/20/2023 9:03,2.650224,6.046879,10.417875,11.924899,-23.151729,14.998249,23.419868,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:03,2.693129,6.523014,10.492982,11.653804,-22.728948,-15.45527,23.774826,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:03,2.667243,6.273521,10.652209,11.217701,23.14375,14.647971,22.15493,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:03,2.672647,6.118664,10.79893,11.315914,22.514083,14.3787,22.53408,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:03,2.664819,6.107687,10.526955,12.239084,24.370332,15.353984,23.62914,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:04,2.700199,6.518914,10.509763,11.735255,22.864239,-15.121611,-23.623761,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:04,2.6624,6.333356,10.525303,12.000934,-23.945185,-15.167808,23.273692,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:04,2.644361,5.990348,10.396986,12.812592,24.576395,16.377788,-24.559718,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:04,2.709538,6.708425,11.170961,11.81728,-23.311401,15.238094,-26.724983,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:04,2.670132,6.38861,10.675927,11.227306,22.270114,14.468815,22.411328,hairtie,,,,,,,,,,,,,,,,
2/20/2023 9:05,3.174416,8.820405,10.524178,12.692475,-24.335251,17.114394,-24.717585,razorcase,,,,,,,,,,,,,,,,
2/20/2023 9:05,3.173598,8.400002,10.521671,12.812239,-24.604182,17.013384,24.65864,razorcase,,,,,,,,,,,,,,,,
